mut_par_size	typ1_err	typ2_err	rej_rate	acp_rate	avg_size	avg_size_thr	avg_par_size	end_gen
0.250000	0.111817	0.504820	0.363287	0.305613	10.000000	10.509870	10.502688	2999
0.250000	0.091443	0.535633	0.364650	0.315757	10.000000	10.557437	10.502926	2999
0.250000	0.134203	0.474293	0.365460	0.295970	10.000000	10.464161	10.502545	2999
0.250000	0.082717	0.551800	0.366400	0.319470	10.000000	10.581275	10.502592	2999
0.250000	0.117517	0.496430	0.364403	0.302923	10.000000	10.497316	10.502587	2999
0.250000	0.091913	0.534453	0.364553	0.313377	10.000000	10.555735	10.502299	2999
0.250000	0.129540	0.479360	0.364643	0.297090	10.000000	10.473512	10.502316	2999
0.250000	0.118467	0.497013	0.364680	0.302673	10.000000	10.495343	10.502953	2999
0.250000	0.114457	0.500677	0.363730	0.304493	10.000000	10.504822	10.502713	2999
0.250000	0.102880	0.518823	0.364447	0.310023	10.000000	10.529737	10.502347	2999
0.250000	0.099737	0.523287	0.364990	0.311183	10.000000	10.537959	10.502225	2999
0.250000	0.100747	0.521103	0.364300	0.311527	10.000000	10.534895	10.502703	2999
0.250000	0.108413	0.510353	0.363957	0.307580	10.000000	10.518695	10.502750	2999
0.250000	0.101250	0.520763	0.364183	0.310673	10.000000	10.533071	10.502339	2999
0.250000	0.106603	0.511420	0.363573	0.307277	10.000000	10.521739	10.502530	2999
0.250000	0.083480	0.550567	0.366630	0.321407	10.000000	10.578772	10.502661	2999
0.250000	0.105793	0.512280	0.363643	0.308533	10.000000	10.522769	10.502795	2999
0.250000	0.092823	0.533523	0.364977	0.313753	10.000000	10.554438	10.502862	2999
0.250000	0.101740	0.522317	0.364787	0.312053	10.000000	10.534874	10.502652	2999
0.250000	0.118850	0.496380	0.364587	0.303343	10.000000	10.495475	10.502602	2999
0.250000	0.094963	0.530283	0.364863	0.313053	10.000000	10.550251	10.502961	2999
0.250000	0.083153	0.550750	0.365887	0.319827	10.000000	10.580302	10.502769	2999
0.250000	0.099903	0.523937	0.363707	0.310987	10.000000	10.537813	10.502684	2999
0.250000	0.104710	0.516190	0.364537	0.309483	10.000000	10.527732	10.502505	2999
0.250000	0.107190	0.511997	0.365043	0.308907	10.000000	10.521813	10.502782	2999
0.250000	0.095933	0.528927	0.364473	0.313683	10.000000	10.546197	10.502537	2999
0.250000	0.084830	0.548093	0.366417	0.318173	10.000000	10.574147	10.502598	2999
0.250000	0.078867	0.558857	0.367193	0.322283	10.000000	10.592513	10.501951	2999
0.250000	0.121070	0.491893	0.364773	0.301377	10.000000	10.491205	10.502686	2999
0.250000	0.106527	0.513557	0.365070	0.309023	10.000000	10.523620	10.503449	2999
0.250000	0.100053	0.523687	0.363890	0.312770	10.000000	10.537427	10.502325	2999
0.250000	0.131653	0.477053	0.365187	0.296807	10.000000	10.467812	10.502423	2999
0.250000	0.073120	0.257777	0.279853	0.147177	10.000000	10.609673	11.002569	2999
0.250000	0.049760	0.300617	0.279133	0.165610	10.000000	10.692348	11.003023	2999
0.250000	0.084723	0.237620	0.280193	0.137870	10.000000	10.575084	11.002499	2999
0.250000	0.057723	0.285217	0.279070	0.158637	10.000000	10.660419	11.002730	2999
0.250000	0.065180	0.268860	0.277613	0.151733	10.000000	10.633540	11.002571	2999
0.250000	0.079790	0.244740	0.279140	0.141150	10.000000	10.588080	11.002935	2999
0.250000	0.054210	0.291397	0.279130	0.161423	10.000000	10.674444	11.003047	2999
0.250000	0.053780	0.291593	0.278933	0.161497	10.000000	10.676259	11.002820	2999
0.250000	0.060420	0.279700	0.279020	0.156063	10.000000	10.650171	11.002603	2999
0.250000	0.041013	0.324973	0.282297	0.174780	10.000000	10.728546	11.002467	2999
0.250000	0.068777	0.265080	0.279773	0.150433	10.000000	10.623228	11.002463	2999
0.250000	0.073267	0.257137	0.279340	0.146470	10.000000	10.609709	11.002589	2999
0.250000	0.050260	0.299183	0.278913	0.164337	10.000000	10.688174	11.002269	2999
0.250000	0.057117	0.285110	0.278890	0.159007	10.000000	10.661662	11.002919	2999
0.250000	0.070113	0.260627	0.279140	0.147993	10.000000	10.618680	11.003035	2999
0.250000	0.061830	0.276107	0.278403	0.154643	10.000000	10.644880	11.002542	2999
0.250000	0.062013	0.274150	0.278000	0.153857	10.000000	10.643159	11.002867	2999
0.250000	0.070200	0.260880	0.278173	0.148370	10.000000	10.618728	11.002374	2999
0.250000	0.064650	0.268143	0.278527	0.151227	10.000000	10.635137	11.002753	2999
0.250000	0.077880	0.247290	0.278937	0.142347	10.000000	10.593125	11.002753	2999
0.250000	0.062983	0.274613	0.278207	0.154987	10.000000	10.640640	11.002620	2999
0.250000	0.055843	0.287833	0.279317	0.159790	10.000000	10.666422	11.002702	2999
0.250000	0.060660	0.278943	0.278540	0.155767	10.000000	10.650459	11.002907	2999
0.250000	0.080417	0.242553	0.278877	0.140540	10.000000	10.586993	11.002729	2999
0.250000	0.059847	0.279380	0.277710	0.155877	10.000000	10.651356	11.002576	2999
0.250000	0.077500	0.250877	0.279637	0.144367	10.000000	10.597295	11.002666	2999
0.250000	0.041107	0.324270	0.282810	0.174623	10.000000	10.728345	11.002691	2999
0.250000	0.063557	0.274073	0.278153	0.154363	10.000000	10.640290	11.002578	2999
0.250000	0.056427	0.286807	0.278520	0.158670	10.000000	10.664163	11.002834	2999
0.250000	0.066797	0.268630	0.279110	0.152567	10.000000	10.630378	11.002651	2999
0.250000	0.054577	0.289337	0.277687	0.160787	10.000000	10.669112	11.002559	2999
0.250000	0.054387	0.290623	0.279077	0.161297	10.000000	10.672063	11.002608	2999
0.250000	0.055800	0.287923	0.279040	0.159680	10.000000	10.666675	11.002635	2999
0.250000	0.051140	0.299990	0.280043	0.165000	10.000000	10.684283	11.002385	2999
0.250000	0.067363	0.266930	0.278463	0.151437	10.000000	10.627485	11.002458	2999
0.250000	0.052440	0.294527	0.279783	0.162587	10.000000	10.680041	11.002881	2999
0.250000	0.068237	0.264883	0.278373	0.149883	10.000000	10.623885	11.002647	2999
0.250000	0.057843	0.283090	0.278713	0.157213	10.000000	10.658713	11.003133	2999
0.250000	0.062917	0.272027	0.277720	0.153440	10.000000	10.641257	11.003062	2999
0.250000	0.065553	0.269243	0.279307	0.151847	10.000000	10.631315	11.002551	2999
0.250000	0.055113	0.293640	0.280170	0.163130	10.000000	10.671436	11.002225	2999
0.250000	0.048443	0.305990	0.280333	0.166860	10.000000	10.697750	11.002744	2999
0.250000	0.056640	0.286373	0.278940	0.159737	10.000000	10.665310	11.003044	2999
0.250000	0.050527	0.299497	0.279733	0.163543	10.000000	10.687929	11.003119	2999
0.250000	0.055730	0.286993	0.278423	0.159563	10.000000	10.667039	11.002776	2999
0.250000	0.066280	0.268803	0.278453	0.151393	10.000000	10.630842	11.002565	2999
0.250000	0.080153	0.245297	0.280023	0.141657	10.000000	10.588380	11.002746	2999
0.250000	0.061207	0.278407	0.278880	0.156720	10.000000	10.646909	11.002562	2999
0.250000	0.054547	0.290087	0.278910	0.160607	10.000000	10.671323	11.002199	2999
0.250000	0.052953	0.292880	0.278723	0.161740	10.000000	10.676653	11.002336	2999
0.250000	0.078653	0.247423	0.279163	0.142950	10.000000	10.591998	11.002674	2999
0.250000	0.053473	0.293243	0.279437	0.161510	10.000000	10.677381	11.003350	2999
0.250000	0.057353	0.285297	0.277937	0.158963	10.000000	10.660967	11.002862	2999
0.250000	0.062433	0.274323	0.278673	0.154103	10.000000	10.642927	11.002695	2999
0.250000	0.078420	0.248000	0.279867	0.143513	10.000000	10.593034	11.002542	2999
0.250000	0.052890	0.294910	0.279873	0.163157	10.000000	10.677621	11.002504	2999
0.250000	0.083837	0.240547	0.281307	0.139563	10.000000	10.578946	11.002402	2999
0.250000	0.057073	0.284233	0.278623	0.157700	10.000000	10.661758	11.002704	2999
0.250000	0.063490	0.271370	0.277683	0.152710	10.000000	10.637900	11.003020	2999
0.250000	0.064727	0.274663	0.280057	0.154263	10.000000	10.641925	11.002869	2999
0.250000	0.059613	0.282050	0.279003	0.156763	10.000000	10.654439	11.002405	2999
0.250000	0.061097	0.277143	0.278100	0.155290	10.000000	10.647484	11.002591	2999
0.250000	0.067093	0.265917	0.278287	0.149653	10.000000	10.627604	11.002900	2999
0.250000	0.073977	0.254527	0.278857	0.146130	10.000000	10.607421	11.002867	2999
0.250000	0.060013	0.278473	0.278493	0.155980	10.000000	10.650375	11.002575	2999
0.250000	0.060133	0.277880	0.278337	0.155420	10.000000	10.649581	11.002865	2999
0.250000	0.062940	0.276210	0.279860	0.154943	10.000000	10.641886	11.002645	2999
0.250000	0.054960	0.289223	0.278607	0.160730	10.000000	10.668635	11.002417	2999
0.250000	0.069223	0.262797	0.278767	0.148900	10.000000	10.621499	11.002876	2999
0.250000	0.058467	0.282330	0.278907	0.157437	10.000000	10.657860	11.003050	2999
0.250000	0.065013	0.270900	0.278443	0.153320	10.000000	10.634759	11.002771	2999
0.250000	0.042037	0.321143	0.282163	0.174290	10.000000	10.723033	11.002438	2999
0.250000	0.065987	0.267543	0.278327	0.150067	10.000000	10.633057	11.002981	2999
0.250000	0.065473	0.269703	0.279123	0.152003	10.000000	10.632907	11.002174	2999
0.250000	0.058860	0.280783	0.279390	0.156203	10.000000	10.655334	11.002989	2999
0.250000	0.056573	0.285690	0.278270	0.158907	10.000000	10.662012	11.002744	2999
0.250000	0.070873	0.260173	0.279097	0.147807	10.000000	10.615812	11.002763	2999
0.250000	0.088530	0.234080	0.281853	0.136983	10.000000	10.565700	11.002860	2999
0.250000	0.071883	0.256757	0.278570	0.146167	10.000000	10.612748	11.002812	2999
0.250000	0.082663	0.242253	0.280390	0.140543	10.000000	10.581077	11.002431	2999
0.250000	0.072473	0.255603	0.278633	0.146033	10.000000	10.609696	11.002707	2999
0.250000	0.066727	0.265850	0.277740	0.150337	10.000000	10.627362	11.002352	2999
0.250000	0.071847	0.258267	0.277963	0.147263	10.000000	10.612860	11.002559	2999
0.250000	0.064807	0.270697	0.278093	0.151973	10.000000	10.634429	11.002744	2999
0.250000	0.061570	0.276587	0.278150	0.155147	10.000000	10.647453	11.002743	2999
0.250000	0.066940	0.266440	0.277650	0.150433	10.000000	10.629811	11.002932	2999
0.250000	0.054437	0.290687	0.278613	0.161067	10.000000	10.671877	11.002542	2999
0.250000	0.067800	0.264243	0.278187	0.150273	10.000000	10.623917	11.002518	2999
0.250000	0.069470	0.261610	0.278117	0.148887	10.000000	10.620463	11.002749	2999
0.250000	0.073780	0.254597	0.278447	0.145117	10.000000	10.605780	11.002633	2999
0.250000	0.072050	0.258887	0.279300	0.147430	10.000000	10.612036	11.002828	2999
0.250000	0.073383	0.256320	0.279007	0.146813	10.000000	10.608375	11.002654	2999
0.250000	0.063473	0.273607	0.279440	0.153730	10.000000	10.640016	11.002830	2999
0.250000	0.066650	0.267453	0.277837	0.151267	10.000000	10.627165	11.002301	2999
0.250000	0.058313	0.283620	0.278373	0.158930	10.000000	10.655759	11.002240	2999
0.250000	0.057313	0.284453	0.278153	0.158100	10.000000	10.660145	11.002417	2999
0.250000	0.064440	0.272540	0.278400	0.153097	10.000000	10.637268	11.002568	2999
0.250000	0.057137	0.284693	0.278967	0.157903	10.000000	10.662139	11.002673	2999
0.250000	0.052543	0.294937	0.279107	0.162280	10.000000	10.679136	11.002785	2999
0.250000	0.074123	0.257450	0.280227	0.146313	10.000000	10.609393	11.002444	2999
0.250000	0.028443	0.120753	0.210900	0.063557	10.000000	10.799385	11.502454	2999
0.250000	0.029037	0.120423	0.211123	0.063447	10.000000	10.796026	11.502430	2999
0.250000	0.029560	0.119327	0.210530	0.063183	10.000000	10.793125	11.502819	2999
0.250000	0.027087	0.124397	0.210897	0.065973	10.000000	10.808578	11.502415	2999
0.250000	0.033067	0.112843	0.211063	0.059787	10.000000	10.773117	11.502821	2999
0.250000	0.033767	0.110980	0.212293	0.058933	10.000000	10.766496	11.502922	2999
0.250000	0.039883	0.102243	0.211660	0.055387	10.000000	10.734473	11.502525	2999
0.250000	0.036430	0.105460	0.211200	0.056623	10.000000	10.752254	11.502804	2999
0.250000	0.025873	0.127650	0.210790	0.067283	10.000000	10.817186	11.502522	2999
0.250000	0.032817	0.112333	0.211240	0.059617	10.000000	10.772972	11.502629	2999
0.250000	0.038433	0.103930	0.211923	0.056300	10.000000	10.743543	11.502653	2999
0.250000	0.024847	0.129913	0.211340	0.068160	10.000000	10.825334	11.502855	2999
0.250000	0.032970	0.111520	0.210127	0.060040	10.000000	10.772628	11.502710	2999
0.250000	0.028263	0.122620	0.210903	0.064243	10.000000	10.800445	11.502707	2999
0.250000	0.027390	0.125940	0.211627	0.066157	10.000000	10.811443	11.502844	2999
0.250000	0.030210	0.117740	0.210523	0.062480	10.000000	10.788442	11.502952	2999
0.250000	0.033957	0.111380	0.211190	0.059820	10.000000	10.767282	11.502838	2999
0.250000	0.026893	0.125283	0.211017	0.065253	10.000000	10.811091	11.502515	2999
0.250000	0.036780	0.106357	0.211347	0.056293	10.000000	10.752341	11.503049	2999
0.250000	0.036037	0.105717	0.211173	0.056860	10.000000	10.753515	11.502520	2999
0.250000	0.042333	0.097430	0.212397	0.052383	10.000000	10.723600	11.502585	2999
