mut_par_size	mut_par_patt	typ1_err	typ2_err	            rej_rate	acp_rate	avg_size	avg_size_thr	avg_par_size	avg_patt	avg_patt_thr	avg_par_patt	end_gen
0.250000	0.250000	0.159207	0.340140	0.398023	0.168310	10.000000	10.546507	10.535718	10.000000	10.696169	10.390660	2999
0.250000	0.250000	0.137123	0.255203	0.357313	0.118467	10.000000	10.881044	10.296981	10.000000	10.535884	10.823234	2999
0.250000	0.250000	0.175623	0.575107	0.486747	0.296633	10.000000	10.428472	9.569455	10.000000	12.054502	9.495172	2999
0.250000	0.250000	0.126260	0.407420	0.414300	0.184000	10.000000	12.233723	9.056568	10.000000	10.526259	9.766239	2999
0.250000	0.250000	0.150513	0.342917	0.395507	0.166843	10.000000	10.467835	10.576230	10.000000	11.833163	9.560119	2999
0.250000	0.250000	0.116453	0.292767	0.363403	0.128670	10.000000	11.696570	9.180530	10.000000	10.544906	10.552114	2999
0.250000	0.250000	0.181890	0.406787	0.429457	0.212683	10.000000	11.099538	9.862069	10.000000	10.420242	10.476493	2999
0.250000	0.250000	0.041810	0.022933	0.193297	0.007513	10.000000	12.613667	9.341477	10.000000	10.845706	11.949055	2350
0.250000	0.250000	0.210077	0.396570	0.436743	0.221423	10.000000	10.515218	10.332611	10.000000	10.562688	10.284270	2999
0.250000	0.250000	0.137333	0.276910	0.365367	0.128187	10.000000	11.436443	9.872633	10.000000	10.500243	10.805136	2999
0.250000	0.250000	0.044753	0.194150	0.286577	0.063297	10.000000	12.856147	8.599699	10.000000	10.860414	10.237328	2999
0.250000	0.250000	0.196187	0.575563	0.488927	0.313367	10.000000	10.387962	9.775526	10.000000	12.746137	9.491625	2999
0.250000	0.250000	0.202527	0.471253	0.457590	0.258063	10.000000	10.528062	10.266909	10.000000	10.570269	10.142792	2999
0.250000	0.250000	0.196397	0.439337	0.445240	0.237007	10.000000	10.394587	10.380474	10.000000	11.104643	9.823026	2999
0.250000	0.250000	0.152667	0.246110	0.360160	0.119523	10.000000	10.464843	10.804746	10.000000	12.658967	9.700296	2999
0.250000	0.250000	0.136367	0.558173	0.476460	0.260200	10.000000	10.505693	9.542964	10.000000	12.670869	9.430520	2999
0.250000	0.250000	0.154230	0.319793	0.388980	0.156117	10.000000	10.784717	10.394270	10.000000	10.521697	10.607509	2999
0.250000	0.250000	0.157067	0.348953	0.400790	0.171967	10.000000	10.456297	10.598772	10.000000	12.050934	9.713306	2999
0.250000	0.250000	0.103610	0.436363	0.422787	0.181803	10.000000	10.595700	9.774979	10.000000	12.425065	9.096088	2999
0.250000	0.250000	0.037407	0.036883	0.198263	0.011517	10.000000	10.887474	11.954060	10.000000	11.993897	10.295722	2999
0.250000	0.250000	0.190000	0.569427	0.485867	0.305127	10.000000	10.413875	9.774777	10.000000	10.992932	9.466772	2999
0.250000	0.250000	0.204067	0.366410	0.423890	0.202203	10.000000	10.579087	10.346258	10.000000	10.508884	10.372588	2999
0.250000	0.250000	0.109950	0.504280	0.452767	0.216493	10.000000	10.589014	9.410133	10.000000	11.031191	9.365479	2999
0.250000	0.250000	0.121117	0.238110	0.342120	0.105000	10.000000	11.211575	10.162021	10.000000	10.537249	10.925531	2999
0.250000	0.250000	0.109040	0.420900	0.416863	0.179347	10.000000	10.578126	9.835250	10.000000	12.452110	9.073415	2999
0.250000	0.250000	0.190880	0.320587	0.405027	0.172357	10.000000	10.430064	10.603795	10.000000	10.840187	10.149113	2999
0.250000	0.250000	0.102710	0.209353	0.320943	0.086587	10.000000	13.824120	9.294788	10.000000	10.578473	10.871568	2999
0.250000	0.250000	0.094713	0.177600	0.303403	0.071397	10.000000	10.823553	10.850592	10.000000	10.682826	10.882341	2999
0.250000	0.250000	0.165343	0.261623	0.371310	0.131630	10.000000	11.049681	10.134309	10.000000	10.458338	10.779001	2999
0.250000	0.250000	0.099057	0.207313	0.318730	0.084803	10.000000	11.201776	9.988141	10.000000	10.598456	11.047893	2999
0.250000	0.250000	0.123940	0.401130	0.411593	0.178610	10.000000	11.934412	9.060251	10.000000	10.529186	9.933727	2999
0.250000	0.250000	0.021470	0.285397	0.327363	0.082300	10.000000	11.757679	8.916389	10.000000	13.213715	9.297927	2999
0.250000	0.250000	0.149790	0.297993	0.378773	0.144067	10.000000	10.661488	10.449071	10.000000	10.592939	10.625049	2999
0.250000	0.250000	0.070053	0.109923	0.256793	0.040070	10.000000	10.686175	11.413845	10.000000	13.906765	10.237456	2999
0.250000	0.250000	0.049437	0.077627	0.226803	0.026003	10.000000	10.830142	11.516449	10.000000	11.081266	10.888351	2999
0.250000	0.250000	0.083837	0.172550	0.294627	0.066773	10.000000	12.549283	9.611224	10.000000	10.636817	11.127245	2999
0.250000	0.250000	0.199117	0.576073	0.490470	0.315337	10.000000	11.407999	9.496912	10.000000	10.399393	9.740771	2999
0.250000	0.250000	0.021323	0.109647	0.227880	0.031747	10.000000	11.378627	10.048645	10.000000	12.548537	8.315990	2999
0.250000	0.250000	0.024437	0.076923	0.211660	0.022667	10.000000	12.355146	8.217832	10.000000	11.460574	10.439269	2999
0.250000	0.250000	0.170643	0.442270	0.438847	0.225050	10.000000	10.430447	10.094214	10.000000	13.721994	9.272440	2999
0.250000	0.250000	0.110497	0.420333	0.416087	0.178627	10.000000	10.568178	9.952189	10.000000	14.581528	9.088546	2999
0.250000	0.250000	0.153213	0.336287	0.394857	0.163823	10.000000	10.467254	10.482621	10.000000	11.554246	9.339315	2999
0.250000	0.250000	0.055207	0.090240	0.238693	0.030683	10.000000	16.220896	9.557371	10.000000	10.755146	11.487469	2999
0.250000	0.250000	0.022713	0.138823	0.245050	0.040197	10.000000	14.537970	8.415468	10.000000	11.226577	10.335323	2999
0.250000	0.250000	0.189253	0.523637	0.471137	0.280453	10.000000	10.400047	9.887358	10.000000	11.604222	9.379994	2999
0.250000	0.250000	0.199183	0.445117	0.448177	0.242857	10.000000	10.774070	10.075966	10.000000	10.431349	10.360537	2999
0.250000	0.250000	0.064530	0.072420	0.234933	0.025643	10.000000	10.728105	11.565208	10.000000	11.313231	10.443197	2999
0.250000	0.250000	0.234520	0.551613	0.490013	0.322510	10.000000	10.560134	9.808075	10.000000	10.465372	10.087558	2999
0.250000	0.250000	0.127203	0.199887	0.328880	0.090850	10.000000	13.777692	9.309656	10.000000	10.518186	10.839547	2999
0.250000	0.250000	0.032613	0.051230	0.202530	0.015763	10.000000	10.950522	11.810252	10.000000	12.185711	9.296985	2999
0.250000	0.250000	0.051810	0.146970	0.265133	0.049710	10.000000	10.778407	10.978118	10.000000	13.024707	8.877416	2999
0.250000	0.250000	0.187080	0.569853	0.485867	0.302477	10.000000	10.403422	9.669374	10.000000	11.873142	9.469140	2999
0.250000	0.250000	0.211090	0.437410	0.448793	0.244657	10.000000	10.369513	10.364075	10.000000	11.147673	9.858453	2999
0.250000	0.250000	0.220997	0.452243	0.456737	0.259040	10.000000	10.350539	10.222431	10.000000	12.464327	9.552462	2999
0.250000	0.250000	0.124430	0.271577	0.357150	0.121513	10.000000	10.765884	10.428216	10.000000	10.607483	10.778517	2999
0.250000	0.250000	0.089050	0.185937	0.303757	0.073500	10.000000	10.619809	11.088114	10.000000	12.725985	9.669519	2999
0.250000	0.250000	0.228637	0.596633	0.501553	0.346233	10.000000	10.472213	9.707355	10.000000	10.558196	9.617966	2999
0.250000	0.250000	0.135087	0.461520	0.437823	0.213740	10.000000	12.737103	9.216888	10.000000	10.503566	10.006617	2999
0.250000	0.250000	0.207417	0.543850	0.481127	0.302893	10.000000	10.370375	9.739547	10.000000	15.479360	9.419376	2999
0.250000	0.250000	0.043707	0.236397	0.309120	0.076603	10.000000	10.837772	10.175888	10.000000	11.655794	8.687219	2999
0.250000	0.250000	0.143063	0.273027	0.366480	0.128840	10.000000	11.778200	9.445528	10.000000	10.485992	10.694981	2999
0.250000	0.250000	0.145100	0.528647	0.465207	0.252080	10.000000	10.480879	9.700532	10.000000	11.579721	9.321708	2999
0.250000	0.250000	0.195060	0.336287	0.410740	0.181743	10.000000	10.875991	9.972326	10.000000	10.417940	10.581341	2999
0.250000	0.250000	0.088390	0.138833	0.281660	0.054603	10.000000	10.620677	11.149440	10.000000	12.491757	9.405364	2999
0.250000	0.250000	0.030860	0.350913	0.366610	0.105540	10.000000	12.724000	8.909026	10.000000	11.158976	9.647117	2999
0.250000	0.250000	0.192723	0.410107	0.433363	0.220997	10.000000	10.401506	10.339825	10.000000	11.167102	9.499922	2999
0.250000	0.250000	0.214030	0.468337	0.458743	0.263920	10.000000	10.950821	9.854762	10.000000	10.377021	10.297869	2999
0.250000	0.250000	0.144810	0.379200	0.407890	0.181217	10.000000	10.481383	10.405690	10.000000	11.984925	9.354576	2999
0.250000	0.250000	0.237280	0.496880	0.474827	0.292613	10.000000	10.619221	10.053451	10.000000	10.418951	10.160076	2999
0.250000	0.250000	0.094043	0.095907	0.265507	0.038570	10.000000	10.720404	11.171591	10.000000	10.775011	10.885255	2999
0.250000	0.250000	0.127513	0.223337	0.338803	0.100820	10.000000	11.031907	10.233792	10.000000	10.535758	10.930225	2999
0.250000	0.250000	0.020310	0.253810	0.309960	0.072080	10.000000	12.369541	9.056944	10.000000	14.107219	9.014815	2999
0.250000	0.250000	0.223007	0.550667	0.486597	0.316297	10.000000	10.345062	9.967181	10.000000	11.752965	9.564944	2999
0.250000	0.250000	0.187550	0.491843	0.459407	0.261590	10.000000	10.400628	10.170953	10.000000	12.852904	9.522471	2999
0.250000	0.250000	0.154233	0.318503	0.387673	0.156063	10.000000	10.459612	10.543682	10.000000	12.193080	9.389301	2999
0.250000	0.250000	0.041950	0.362743	0.374593	0.115900	10.000000	10.859818	9.935369	10.000000	11.743864	8.904470	2999
0.250000	0.250000	0.219397	0.455257	0.457880	0.259030	10.000000	10.412466	10.316681	10.000000	10.731991	9.957582	2999
0.250000	0.250000	0.058480	0.367910	0.380947	0.127877	10.000000	14.211394	8.933001	10.000000	10.770526	9.857758	2999
0.250000	0.250000	0.118960	0.456303	0.434273	0.200600	10.000000	12.024110	9.168769	10.000000	10.542110	9.953783	2999
0.250000	0.250000	0.020890	0.201677	0.279970	0.057630	10.000000	15.420319	8.901382	10.000000	12.263347	9.011527	2999
0.250000	0.250000	0.201870	0.504707	0.467733	0.277233	10.000000	11.302658	9.616451	10.000000	10.384198	10.173352	2999
0.250000	0.250000	0.074907	0.171873	0.290130	0.063970	10.000000	12.973206	9.177123	10.000000	10.669486	11.006156	2999
0.250000	0.250000	0.210063	0.471767	0.459530	0.264187	10.000000	10.404459	10.296743	10.000000	10.794778	9.972919	2999
0.250000	0.250000	0.039650	0.028953	0.195263	0.008750	10.000000	10.866345	12.002964	10.000000	12.655882	10.460014	2999
0.250000	0.250000	0.140483	0.504967	0.455887	0.237437	10.000000	10.493507	9.855143	10.000000	13.063120	9.273698	2999
0.250000	0.250000	0.210000	0.381757	0.431047	0.212980	10.000000	10.565882	10.275261	10.000000	10.511484	10.375239	2999
0.250000	0.250000	0.093360	0.116043	0.273370	0.046570	10.000000	10.955675	10.481202	10.000000	10.654773	11.270365	2999
0.250000	0.250000	0.027230	0.026443	0.185167	0.007623	10.000000	11.388700	10.352299	10.000000	11.091823	12.256222	2351
0.250000	0.250000	0.218577	0.496983	0.469007	0.282877	10.000000	10.701302	10.001138	10.000000	10.414426	10.218409	2999
0.250000	0.250000	0.172917	0.371107	0.414810	0.190570	10.000000	13.523441	9.926349	10.000000	10.424147	10.573231	2999
0.250000	0.250000	0.066047	0.183510	0.290963	0.066337	10.000000	10.704044	10.851451	10.000000	12.142151	8.966885	2999
0.250000	0.250000	0.150020	0.345733	0.396230	0.166343	10.000000	11.652882	9.333106	10.000000	10.468510	10.455785	2999
0.250000	0.250000	0.184743	0.457373	0.447477	0.242197	10.000000	11.256778	9.625942	10.000000	10.413698	10.311463	2999
0.250000	0.250000	0.210910	0.555797	0.484987	0.311757	10.000000	13.231441	9.476218	10.000000	10.363555	9.830095	2999
0.250000	0.250000	0.209070	0.389443	0.433353	0.217307	10.000000	10.419192	10.462947	10.000000	10.754048	9.975644	2999
0.250000	0.250000	0.221563	0.603393	0.502517	0.344737	10.000000	11.038221	9.630788	10.000000	10.364356	9.636655	2999
0.250000	0.250000	0.202830	0.466067	0.456027	0.256603	10.000000	10.438676	10.306632	10.000000	10.720978	10.058819	2999
0.250000	0.250000	0.067853	0.124830	0.262990	0.045170	10.000000	10.698654	10.999549	10.000000	11.907921	8.891266	2999
0.250000	0.250000	0.201703	0.393517	0.431260	0.216223	10.000000	10.382706	10.322918	10.000000	11.534110	9.445957	2999
0.250000	0.250000	0.068227	0.120217	0.261040	0.043970	10.000000	10.694503	11.238252	10.000000	11.631136	9.273913	2999
0.250000	0.250000	0.158183	0.240053	0.360763	0.118557	10.000000	10.457437	10.824093	10.000000	11.354778	9.792366	2999
0.250000	0.250000	0.103367	0.403457	0.407353	0.168280	10.000000	10.584207	9.974371	10.000000	12.703669	9.052852	2999
0.250000	0.250000	0.073103	0.075867	0.242137	0.027750	10.000000	10.799278	11.260724	10.000000	10.839907	11.092917	2999
0.250000	0.250000	0.135863	0.547290	0.472793	0.254540	10.000000	12.904232	9.356819	10.000000	10.498118	9.826061	2999
0.250000	0.250000	0.138213	0.357897	0.398063	0.167450	10.000000	12.263794	9.062442	10.000000	10.502504	10.144963	2999
0.250000	0.250000	0.150647	0.393343	0.415240	0.190940	10.000000	11.006406	9.952684	10.000000	10.485519	10.569777	2999
0.250000	0.250000	0.164500	0.266967	0.372980	0.134293	10.000000	10.842823	10.296780	10.000000	10.479698	10.731456	2999
0.250000	0.250000	0.125833	0.228383	0.340937	0.102763	10.000000	10.523764	10.905229	10.000000	11.295414	9.727530	2999
0.250000	0.250000	0.074950	0.124837	0.267927	0.046527	10.000000	10.668996	11.202115	10.000000	15.010329	9.285126	2999
0.250000	0.250000	0.073923	0.103203	0.257280	0.037937	10.000000	11.111475	10.556078	10.000000	10.691868	11.373227	2999
0.250000	0.250000	0.055903	0.349953	0.371293	0.120017	10.000000	12.561052	8.903466	10.000000	10.765958	10.023021	2999
0.250000	0.250000	0.093193	0.284997	0.350840	0.114660	10.000000	10.611965	10.236973	10.000000	12.842936	8.878656	2999
0.250000	0.250000	0.161603	0.305563	0.385980	0.151510	10.000000	10.754579	10.513458	10.000000	10.513459	10.547979	2999
0.250000	0.250000	0.191677	0.556147	0.482620	0.298670	10.000000	13.098414	9.635770	10.000000	10.392932	10.077323	2999
0.250000	0.250000	0.238047	0.575907	0.497280	0.339817	10.000000	10.433860	9.980753	10.000000	10.590803	9.747289	2999
0.250000	0.250000	0.155123	0.375110	0.409490	0.183957	10.000000	12.078089	9.427146	10.000000	10.460723	10.442407	2999
0.250000	0.250000	0.107117	0.217440	0.327023	0.091937	10.000000	11.024966	10.147901	10.000000	10.593355	11.006704	2999
0.250000	0.250000	0.121657	0.438197	0.426427	0.193967	10.000000	10.538490	9.925764	10.000000	13.345962	9.130631	2999
0.250000	0.250000	0.022960	0.340517	0.358913	0.098797	10.000000	12.106119	8.976974	10.000000	11.425957	9.406330	2999
0.250000	0.250000	0.153740	0.384740	0.412507	0.187447	10.000000	17.006235	9.389743	10.000000	10.461734	10.397571	2999
0.250000	0.250000	0.103863	0.273743	0.350527	0.113990	10.000000	10.578642	10.682093	10.000000	11.818728	9.246942	2999
0.250000	0.250000	0.101757	0.212183	0.322000	0.087403	10.000000	10.582282	10.902519	10.000000	12.036948	9.368886	2999
